Node1,Node2
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,33
0,34
0,35
0,36
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,54
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,102
0,103
0,104
0,105
0,106
0,107
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,138
0,139
0,140
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,149
0,150
0,151
0,152
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,2101
0,2374
3,163
3,1948
3,111
4,714
4,474
5,714
5,94
7,223
8,164
9,95
14,2101
16,86
17,760
19,2101
29,52
30,2101
42,2101
42,161
48,2101
48,161
50,161
52,164
52,261
52,1309
52,72
52,84
52,1313
52,1315
52,1317
52,1030
52,956
54,854
56,95
56,121
60,160
66,493
66,315
67,99
69,164
69,71
71,95
71,96
71,120
71,164
76,346
76,1663
78,2101
79,760
79,1120
79,160
81,164
82,2101
86,107
87,111
91,2101
95,1732
95,1551
95,1547
95,1736
95,1770
96,164
96,1663
96,1807
96,1809
96,1814
99,114
99,1814
104,760
106,259
111,1621
111,1946
111,1951
113,161
120,127
120,2137
131,1873
148,161
151,1959
159,714
160,2101
160,2255
161,2105
161,1770
164,244
164,245
164,246
164,248
164,249
164,216
164,253
164,254
164,256
164,257
164,258
164,259
164,260
164,261
164,262
164,263
164,212
169,1493
170,171
170,173
170,175
170,176
170,177
170,178
170,179
170,180
170,181
170,182
170,183
170,184
170,185
170,186
170,187
170,189
170,190
170,191
170,192
170,193
170,194
170,195
170,196
170,197
170,198
170,199
170,200
170,202
170,203
170,204
170,205
170,206
170,209
170,210
170,211
170,212
171,261
171,938
174,223
175,261
176,261
177,261
179,261
183,223
183,1648
184,854
184,261
184,223
184,936
185,225
185,854
185,261
185,1670
186,1797
189,854
189,261
190,223
191,261
192,854
192,932
192,933
192,934
193,261
193,969
193,197
193,206
194,213
194,205
194,978
195,213
195,261
196,261
197,213
197,943
198,950
198,261
198,223
200,261
200,1237
201,261
202,261
203,854
203,261
203,223
205,854
205,212
205,223
206,261
206,249
206,936
206,978
209,272
209,261
211,261
211,1389
212,854
212,988
213,216
213,219
213,220
213,221
213,223
215,223
215,1835
216,964
216,254
219,936
219,261
220,272
220,854
220,261
220,223
223,854
223,260
223,261
223,958
223,397
223,983
223,226
223,415
223,740
223,984
223,947
223,860
223,262
223,978
223,427
223,985
223,986
223,987
223,376
225,261
226,446
226,261
230,854
244,261
244,1126
244,1233
244,361
244,685
244,1237
246,261
249,936
249,261
250,377
250,261
254,1963
255,261
256,261
256,436
259,261
260,854
260,932
260,933
260,261
261,854
261,958
261,932
261,937
261,933
261,951
261,959
261,960
261,961
261,962
261,389
261,963
261,855
261,964
261,965
261,966
261,967
261,968
261,856
261,969
261,934
261,970
261,971
261,972
261,938
261,973
261,974
261,975
261,976
261,977
261,744
261,947
261,936
261,860
261,861
261,262
261,978
261,980
261,862
261,981
261,943
262,978
267,272
268,377
268,818
269,818
271,272
272,275
272,280
272,282
272,288
272,292
272,294
272,296
272,301
272,304
272,306
272,307
272,1382
272,433
275,714
275,818
275,1382
282,1493
284,377
286,1130
288,1599
294,377
297,1493
297,1496
299,714
307,1493
309,314
326,854
341,345
342,1302
345,551
345,881
345,1302
346,347
346,348
346,349
346,350
346,351
346,352
346,353
346,355
346,356
346,357
346,358
346,359
346,361
346,362
346,363
346,365
346,366
346,367
346,370
346,371
346,372
346,373
346,374
346,375
346,376
346,854
346,946
350,1218
350,1654
350,1563
356,528
361,797
361,1120
361,362
362,797
369,760
370,519
370,1120
371,528
373,1194
374,872
377,382
377,385
377,387
377,389
377,391
377,392
377,393
377,395
377,400
377,401
377,402
377,404
377,406
377,408
377,409
377,411
377,412
377,417
377,419
377,420
377,425
377,428
377,429
377,430
377,431
377,432
377,433
377,434
377,436
377,437
377,438
377,439
377,440
377,443
389,854
395,714
395,854
397,854
398,714
400,714
402,626
411,714
417,1493
418,714
422,1493
425,714
425,1493
427,854
430,818
432,1493
433,1544
434,854
435,714
435,1493
438,714
440,714
440,1493
443,714
444,1493
446,449
446,452
446,455
446,456
446,460
449,1312
451,1543
457,760
457,776
467,818
467,840
470,818
473,474
473,1130
474,818
474,1563
498,636
503,1508
505,512
505,513
505,1623
508,818
510,659
512,779
512,790
512,794
513,528
515,518
515,519
517,760
518,760
518,1194
519,1130
519,1732
519,1389
520,526
521,1211
526,775
528,531
528,533
528,544
528,545
528,546
528,547
528,548
528,1802
529,1022
533,1120
544,1120
545,1120
546,1120
548,686
551,554
551,555
551,557
551,560
551,562
551,565
551,567
557,880
557,1131
565,880
567,880
567,1131
567,1284
568,572
572,818
574,1130
582,599
584,599
599,604
599,612
599,613
599,1136
612,1493
613,1493
659,665
659,1835
664,818
665,1835
673,690
673,760
675,922
676,682
676,686
676,688
676,689
686,1120
686,1129
688,776
688,1033
688,1130
690,692
690,695
690,698
690,703
690,704
690,1130
695,1199
698,1564
700,1223
701,760
708,818
714,715
714,716
714,719
714,725
714,726
714,728
714,729
714,730
714,731
714,732
714,734
714,735
714,736
714,737
714,738
714,739
714,740
714,741
714,742
714,743
714,744
714,745
714,746
714,747
714,748
714,749
714,750
714,752
714,755
714,756
714,759
714,860
714,1688
714,1698
714,1692
736,1684
738,760
740,860
740,814
745,840
745,1684
759,797
760,761
760,763
760,764
760,765
760,767
760,770
760,771
760,772
760,773
760,775
760,776
760,777
760,778
760,781
760,1194
760,1197
760,1824
760,1199
764,1599
765,776
765,1194
771,776
775,1194
775,1824
775,779
776,1194
776,1199
778,1194
778,1959
780,922
781,922
796,1199
797,799
800,854
800,936
803,1120
811,818
816,818
818,819
818,820
818,824
818,825
818,828
818,831
818,833
818,834
818,838
818,839
818,1071
818,1320
831,854
840,845
854,860
854,861
860,946
860,1493
864,875
865,872
872,1153
872,1218
872,1237
874,880
875,880
875,881
875,883
875,1302
880,1264
880,881
881,1202
881,1209
881,886
881,1302
903,1125
903,1599
925,1302
929,2409
936,937
936,939
936,978
938,943
940,943
943,958
943,1102
946,1130
946,1158
950,951
950,956
985,1211
995,1120
1024,1029
1048,1053
1052,1467
1055,1915
1071,1434
