Node1,Node2
0,1
0,2
0,3
0,5
0,6
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,55
0,56
0,57
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,70
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,93
0,94
0,95
0,96
0,97
0,98
0,99
0,101
0,103
0,104
0,105
0,106
0,107
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,119
0,120
0,121
0,122
0,123
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,136
0,138
0,139
0,140
0,141
0,142
0,143
0,144
0,146
0,147
0,148
0,149
0,150
0,151
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,2101
0,2374
1,99
3,163
3,111
4,714
5,714
7,223
8,164
14,2101
17,760
19,2101
26,1952
29,52
30,2101
42,2101
42,161
45,2101
48,161
50,2101
50,161
52,164
52,261
52,1311
52,72
52,84
52,1315
52,1317
52,956
54,854
55,1959
56,95
56,155
60,101
60,160
61,551
64,1547
64,99
66,309
66,490
66,315
69,164
69,71
71,95
71,96
71,120
71,1951
71,164
76,346
78,2101
79,760
79,1120
82,2101
86,107
95,1732
95,1551
95,1547
96,164
96,1663
96,1809
96,259
99,332
99,1857
99,1814
101,1351
106,259
109,2101
110,126
111,1950
111,149
111,148
116,2101
120,127
120,148
120,2137
131,1873
138,2101
148,161
151,1959
160,2101
161,1770
164,244
164,245
164,246
164,247
164,248
164,249
164,250
164,216
164,254
164,255
164,256
164,258
164,259
164,260
164,261
164,262
164,263
164,212
169,1493
170,171
170,173
170,176
170,177
170,178
170,179
170,180
170,181
170,183
170,184
170,185
170,186
170,187
170,188
170,189
170,190
170,191
170,192
170,193
170,194
170,195
170,196
170,197
170,198
170,199
170,200
170,201
170,202
170,203
170,205
170,206
170,209
170,211
170,212
171,261
171,225
171,938
174,223
175,261
176,261
177,261
177,938
179,261
183,223
183,1648
184,854
184,261
184,223
184,936
184,206
184,978
185,225
185,854
185,261
186,936
186,1797
189,854
190,223
191,261
191,193
192,854
192,933
192,934
193,261
193,969
193,197
193,206
194,213
194,978
195,213
195,261
195,1389
196,261
197,213
197,943
198,213
198,950
198,261
198,223
199,213
200,865
200,261
200,872
200,1237
201,261
202,205
202,261
203,854
203,260
203,261
203,223
205,854
205,212
205,223
206,261
206,936
206,978
209,272
209,261
211,261
211,1389
212,854
213,216
213,219
213,220
213,221
213,222
213,223
215,223
215,1835
219,261
220,272
220,854
220,261
220,223
223,854
223,260
223,261
223,958
223,982
223,397
223,983
223,226
223,415
223,740
223,984
223,227
223,947
223,860
223,262
223,978
223,427
223,985
223,986
223,987
223,376
225,261
226,446
226,261
227,978
227,1467
230,854
232,346
244,261
244,799
244,451
244,361
244,781
244,1237
246,261
247,261
249,936
249,261
250,377
250,261
255,261
256,818
256,261
259,261
259,1963
260,854
260,933
261,854
261,958
261,932
261,937
261,933
261,951
261,959
261,961
261,389
261,963
261,855
261,964
261,965
261,966
261,967
261,968
261,856
261,969
261,934
261,970
261,971
261,972
261,938
261,973
261,974
261,976
261,977
261,744
261,947
261,936
261,860
261,861
261,262
261,978
261,979
261,980
261,862
261,981
261,943
265,272
267,272
268,377
268,818
269,818
269,1382
272,273
272,275
272,280
272,282
272,284
272,286
272,288
272,292
272,293
272,294
272,295
272,296
272,297
272,299
272,301
272,304
272,307
272,433
275,714
275,818
282,1493
284,377
286,1130
292,1608
294,377
297,1493
298,377
299,714
309,314
326,854
342,1302
345,551
345,1302
345,1979
346,347
346,348
346,349
346,350
346,353
346,356
346,357
346,358
346,360
346,361
346,362
346,363
346,365
346,367
346,368
346,369
346,370
346,371
346,372
346,373
346,374
346,375
346,376
346,854
346,946
349,1130
350,1218
350,1654
350,1563
356,528
356,1084
361,797
361,1120
361,1981
367,377
369,1194
370,1120
371,528
372,682
373,1194
374,2073
374,1120
374,872
377,380
377,381
377,382
377,384
377,385
377,386
377,387
377,389
377,392
377,393
377,395
377,397
377,400
377,402
377,406
377,408
377,409
377,411
377,414
377,415
377,417
377,418
377,419
377,420
377,423
377,425
377,426
377,427
377,429
377,430
377,431
377,433
377,434
377,435
377,436
377,438
377,439
377,440
377,443
377,444
389,854
395,854
397,854
398,714
400,714
402,599
402,626
408,714
411,714
413,1493
415,854
417,1493
418,714
419,1344
420,599
422,1493
425,714
425,1493
427,854
433,1233
433,1623
435,714
438,714
438,857
440,1493
443,714
444,1493
446,449
446,455
449,1543
457,776
460,1543
467,840
470,818
473,1130
474,818
474,1563
505,512
508,818
510,659
512,779
512,794
517,760
518,760
518,1194
519,1130
519,1614
519,1732
519,1389
520,526
526,775
528,529
528,531
528,534
528,544
528,545
528,546
528,547
528,1802
531,1084
533,676
533,1120
544,676
544,1251
545,1120
546,1120
551,555
551,557
551,562
551,565
551,567
554,797
554,1563
555,776
557,880
557,1131
567,880
567,1131
567,1284
572,818
582,599
593,599
594,599
595,599
599,601
599,603
599,604
599,605
599,607
599,608
599,609
599,612
599,613
599,1136
613,1493
630,839
658,903
659,660
659,665
659,667
659,1835
665,1835
668,1399
673,690
673,760
676,682
676,686
676,688
676,689
686,1120
688,776
688,1130
690,692
690,695
690,698
690,705
690,1130
700,1223
701,760
708,818
708,1118
714,715
714,717
714,719
714,720
714,723
714,724
714,725
714,726
714,727
714,728
714,729
714,730
714,731
714,732
714,734
714,735
714,736
714,737
714,738
714,739
714,740
714,741
714,742
714,743
714,744
714,745
714,746
714,747
714,749
714,750
714,752
714,754
714,755
714,759
714,860
714,1688
714,1698
714,1692
738,760
740,860
740,814
745,840
745,1684
745,1711
752,1599
759,797
760,763
760,765
760,767
760,769
760,770
760,771
760,774
760,775
760,776
760,777
760,778
760,779
760,780
760,1194
760,1197
760,1824
760,1199
765,776
765,1194
773,775
775,1194
775,1824
776,1194
776,1199
778,1194
778,1959
790,875
797,800
800,854
803,1120
811,814
811,818
816,818
818,820
818,823
818,824
818,825
818,826
818,829
818,831
818,833
818,835
818,838
818,839
818,1071
818,1320
831,854
840,845
854,856
854,857
854,860
854,861
854,862
860,945
860,946
860,1493
865,872
872,1218
872,1237
874,880
875,880
875,881
875,882
875,883
875,884
875,1181
875,1202
875,1302
880,1264
880,881
881,1083
881,1209
881,1302
903,1599
923,1206
925,1302
933,946
936,938
936,978
938,1530
938,943
940,943
946,1130
950,951
950,956
995,1120
1019,1302
1048,1053
1052,1467
1053,1054
1071,1434
1094,1493
1120,1122
1120,1125
