Node1,Node2
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
0,46
0,47
0,48
0,49
0,50
0,51
0,52
0,53
0,55
0,56
0,57
0,58
0,59
0,60
0,61
0,62
0,63
0,64
0,65
0,66
0,67
0,68
0,69
0,71
0,72
0,73
0,74
0,75
0,76
0,77
0,78
0,79
0,80
0,81
0,82
0,83
0,84
0,85
0,86
0,87
0,88
0,89
0,90
0,91
0,92
0,94
0,95
0,96
0,97
0,98
0,99
0,100
0,101
0,103
0,105
0,106
0,107
0,108
0,109
0,110
0,111
0,112
0,113
0,114
0,115
0,116
0,119
0,120
0,121
0,123
0,125
0,126
0,127
0,128
0,129
0,130
0,131
0,132
0,133
0,134
0,135
0,138
0,140
0,143
0,144
0,146
0,147
0,148
0,149
0,150
0,153
0,154
0,155
0,156
0,157
0,158
0,159
0,160
0,161
0,162
0,163
0,164
0,165
0,166
0,2101
0,2374
0,1216
1,99
1,1736
2,280
2,2124
3,163
3,19
3,47
3,111
3,1895
3,1283
4,714
4,474
4,1784
5,714
6,316
7,223
7,1150
8,164
8,1547
8,2318
9,95
9,1497
9,429
9,1860
10,430
10,2032
11,161
11,679
12,2575
12,1483
14,2101
14,56
15,946
15,2101
16,86
16,368
19,2101
19,2673
21,1850
22,1354
22,1547
23,1567
23,1130
28,1030
28,1850
29,110
30,1297
30,2101
30,1757
30,1665
31,148
31,1197
32,673
33,86
33,949
34,1597
37,1553
41,960
42,1351
42,161
44,60
44,203
44,89
44,422
45,2101
46,107
47,1663
47,1547
47,522
48,2101
48,161
48,2612
50,2101
50,161
51,937
51,872
52,164
52,261
52,1308
52,1309
52,1311
52,1312
52,72
52,84
52,1313
52,1314
52,112
52,1315
52,1317
52,1318
52,1319
52,1030
52,956
52,1807
53,192
53,1857
53,1290
53,144
54,854
56,95
56,167
56,121
56,155
56,2078
58,1245
58,805
58,1510
60,463
60,101
60,123
60,466
60,151
60,160
60,1976
60,534
60,1908
61,551
61,1273
62,1386
64,1547
64,527
65,1736
65,938
65,1203
66,493
66,496
66,498
66,315
66,1454
67,99
67,2654
68,611
69,524
69,314
69,164
69,71
70,1406
71,95
71,2373
71,82
71,96
71,114
71,120
71,1951
71,2099
71,164
71,2374
72,1713
72,367
73,1496
73,1850
74,127
74,768
75,2545
76,346
76,1663
76,1595
76,1594
77,1753
78,2101
78,889
79,760
79,1120
80,645
81,164
81,258
82,2101
82,1109
84,1309
84,192
85,1705
85,570
86,107
86,147
86,1247
87,2187
91,2101
91,589
94,1351
94,1875
94,612
95,1732
95,1172
95,1551
95,1547
95,1736
95,106
95,1770
95,608
95,2679
96,164
96,1663
96,1809
96,259
97,567
99,1855
99,1857
99,114
99,134
99,1814
101,292
103,317
104,760
105,1192
106,1317
107,2501
110,1663
110,1937
110,1938
110,1941
110,1943
110,126
110,1957
111,1621
111,126
111,1950
111,1951
111,149
111,148
111,2569
112,1314
112,1959
112,1312
112,1319
112,1030
112,1427
112,524
114,1857
116,2101
116,1665
118,493
120,1809
120,127
120,148
120,2137
120,1012
120,2682
121,577
125,1129
127,1954
127,257
127,2155
130,1547
130,403
130,1828
131,1873
131,1485
132,228
132,764
133,1178
133,1048
134,1447
135,645
135,2128
135,2534
138,2101
140,1230
141,1623
143,161
143,1520
144,1173
147,1173
147,920
148,1946
148,161
148,1223
150,1389
150,1463
151,1959
151,1976
151,1493
153,1173
156,1146
160,2101
160,551
161,2105
161,1770
163,313
163,1333
164,244
164,245
164,246
164,247
164,249
164,250
164,251
164,216
164,253
164,254
164,255
164,256
164,257
164,258
164,259
164,260
164,261
164,262
164,212
165,930
165,474
166,2101
169,1976
170,171
170,173
170,174
170,175
170,176
170,177
170,178
170,180
170,181
170,182
170,184
170,185
170,186
170,187
170,188
170,189
170,190
170,191
170,192
170,193
170,194
170,195
170,196
170,197
170,198
170,199
170,200
170,201
170,202
170,203
170,205
170,206
170,208
170,209
170,210
170,211
170,212
170,1202
171,261
171,1529
171,938
171,1110
174,223
174,1392
175,261
176,261
176,577
177,261
177,1934
178,2162
179,261
179,1006
180,472
180,266
181,1742
183,223
184,854
184,261
184,223
184,936
184,206
184,978
184,1721
184,495
184,648
185,225
185,854
185,261
185,1670
185,646
186,936
186,1797
186,2021
186,1887
187,815
188,1608
189,854
189,261
190,223
191,261
191,193
191,352
191,936
192,854
192,932
192,873
193,261
193,968
193,197
193,861
193,206
193,957
193,2584
194,213
194,205
194,978
194,1817
195,213
195,261
195,1389
196,261
196,1457
197,213
197,2385
198,213
198,950
198,261
198,223
199,213
200,261
200,872
201,261
201,740
201,1521
202,261
203,854
203,260
203,261
203,223
205,854
205,212
205,223
206,261
206,249
206,936
206,978
206,804
208,1579
208,2210
208,1066
209,272
209,261
209,1783
209,2435
211,261
211,1389
211,778
211,2069
211,1965
211,1530
212,854
213,216
213,219
213,220
213,221
213,222
213,223
213,224
215,223
215,1835
216,964
216,942
216,254
216,1017
216,1018
216,1210
217,422
217,1545
217,2365
219,936
219,261
220,272
220,854
220,261
220,223
220,2606
220,2597
221,294
222,1467
222,1190
222,819
223,854
223,260
223,261
223,958
223,983
223,226
223,415
223,740
223,984
223,227
223,860
223,262
223,978
223,985
223,376
224,2310
225,261
225,1313
225,2061
226,446
226,261
226,2121
227,978
227,1467
227,733
229,368
231,433
232,346
232,936
232,1590
237,377
239,1770
239,1195
240,1293
240,2371
241,1293
241,1483
242,1201
243,295
244,261
244,451
244,1233
244,361
244,685
244,781
244,1237
244,2123
246,2571
246,1389
247,261
247,292
247,2263
249,936
249,261
250,377
250,261
254,1963
254,351
254,1385
255,261
256,818
256,261
257,1460
257,1422
258,1508
258,479
259,261
259,1963
260,854
260,933
260,261
260,762
261,854
261,958
261,932
261,937
261,933
261,951
261,959
261,960
261,961
261,962
261,389
261,963
261,855
261,964
261,965
261,966
261,968
261,856
261,969
261,934
261,970
261,971
261,938
261,973
261,974
261,975
261,976
261,977
261,744
261,947
261,936
261,860
261,861
261,262
261,978
261,979
261,980
261,862
261,981
261,943
261,733
262,978
262,1333
262,554
263,2622
264,1477
265,267
265,272
265,672
266,1021
267,272
268,377
268,818
269,818
269,840
269,1382
269,2409
269,1938
269,348
270,272
271,272
271,1795
272,273
272,275
272,276
272,280
272,282
272,285
272,286
272,288
272,291
272,292
272,293
272,294
272,295
272,296
272,297
272,299
272,301
272,303
272,304
272,306
272,307
272,1382
272,433
272,1304
275,714
275,818
276,592
279,854
280,619
280,626
280,2013
282,1493
282,1492
282,405
283,634
283,2037
283,1642
284,377
284,1493
285,1599
285,954
285,1125
286,1130
287,818
287,411
288,1599
288,765
290,2108
291,1719
292,633
293,668
293,571
294,377
294,2517
